ann_id,Label,Start,End,Text,FileNo
T32,DISO,156,161,hiper,697
T33,DISO,193,199,tricos,697
T34,DISO,67,69,is,697
T35,DISO,579,596,lesiones cutáneas,697
T36,PROC,701,721,radiografía de tórax,697
T37,DISO,1045,1074,patrón intersticial bilateral,697
T38,PROC,815,837,anticuerpos anti - VIH,697
T39,PROC,419,430,carga viral,697
T40,PROC,79,81,CD,697
T41,PROC,41,42,4,697
T42,ANAT,288,295,células,697
T43,PROC,85,87,CD,697
T44,PROC,44,45,8,697
T45,ANAT,309,316,células,697
T46,PROC,676,691,cociente CD 4 /,697
T47,PROC,185,189,CD 8,697
T48,PROC,1317,1345,tinción de Z ie hl Ne el sen,697
T49,ANAT,289,295,esputo,697
T50,ANAT,344,351,muestra,697
T51,PROC,1351,1378,inmunofluorescencia directa,697
T52,ANAT,307,313,esputo,697
T53,DISO,105,107,PN,697
T54,PROC,1061,1081,tratamiento empírico,697
T55,PROC,595,606,diagnóstico,697
T56,DISO,1156,1177,neumonía intersticial,697
T57,DISO,337,343,disnea,697
T58,PROC,2965,3017,determinación de por fir inas frac cionadas en orina,697
T59,DISO,349,355,eritro,697
T60,DISO,768,781,dermia facial,697
T61,CHEM,181,184,por,697
T62,CHEM,184,187,fir,697
T63,CHEM,249,253,inas,697
T64,ANAT,316,321,orina,697
T65,PROC,705,716,diagnóstico,697
T66,PROC,2601,2641,serologías a virus B y C de la hepatitis,697
T67,PROC,2245,2279,estudio del metabolismo del hierro,697
T68,PROC,805,817,transferrina,697
T69,PROC,885,898,hierro sérico,697
T70,PROC,1105,1121,ferritina sérica,697
T71,DISO,701,711,mutaciones,697
T72,DISO,285,289,hemo,697
T73,DISO,721,731,cromatosis,697
T74,PROC,877,889,dado de alta,697
T75,PROC,889,901,diagnósticos,697
T76,DISO,1276,1293,infección por VIH,697
T1,DISO,1,9,atentado,698
T2,DISO,20,39,traumatismo abierto,698
T3,ANAT,9,13,codo,698
T4,ANAT,22,29,humeral,698
T5,CHEM,21,26,hemos,698
T6,CHEM,31,37,tático,698
T7,CHEM,115,134,ácido tran ex ámico,698
T8,PROC,36,41,evacu,698
T9,PROC,25,28,ado,698
T10,DISO,55,61,lesión,698
T11,PROC,191,210,valoración primaria,698
T12,DISO,67,73,herido,698
T13,PROC,49,53,SatO,698
T14,PROC,14,15,2,698
T15,PROC,267,286,frecuencia cardíaca,698
T16,PROC,421,449,tensión arterial no invasiva,698
T17,PROC,273,290,control del dolor,698
T18,PROC,52,55,EVA,698
T19,CHEM,163,172,midazolam,698
T20,CHEM,153,161,ketamina,698
T21,DISO,461,484,herida de arma de fuego,698
T22,ANAT,85,89,codo,698
T23,PROC,243,254,radiografía,698
T24,DISO,829,865,fractura distal de háºmero izquierdo,698
T25,DISO,937,976,fractura proximal de c áºbito izquierdo,698
T26,DISO,901,937,fractura proximal de radio izquierdo,698
T27,PROC,625,649,intervención quiráºrgica,698
T28,PROC,379,393,desbridamiento,698
T29,PROC,225,233,limpieza,698
T30,PROC,929,961,extracción las es quir las óseas,698
T31,PROC,991,1024,colocación de un fij ador externo,698
T32,ANAT,156,161,brazo,698
T33,PROC,545,562,anestesia general,698
T34,PROC,793,817,estudio pre an estés ico,698
T35,PROC,647,666,analítica sanguínea,698
T36,PROC,106,109,ECG,698
T37,PROC,937,963,valoración de la vía aérea,698
T38,PROC,889,913,consentimiento informado,698
T39,PROC,533,547,monitorización,698
T40,PROC,118,121,Sat,698
T41,PROC,41,42,O,698
T42,PROC,493,505,2 periférica,698
T43,PROC,799,818,frecuencia cardíaca,698
T44,PROC,1205,1233,tensión arterial no invasiva,698
T45,PROC,133,136,cap,698
T46,PROC,46,47,n,698
T47,PROC,323,330,ografía,698
T48,PROC,1646,1681,análisis bi es pec tral hemoglobina,698
T49,ANAT,289,295,orofar,698
T50,ANAT,246,251,íngeo,698
T51,PROC,151,154,pre,698
T52,PROC,256,261,medic,698
T53,PROC,53,54,ó,698
T54,DISO,319,325,herido,698
T55,CHEM,487,496,midazolam,698
T56,CHEM,441,449,ketamina,698
T57,PROC,225,229,desn,698
T58,PROC,229,233,itro,698
T59,PROC,175,178,gen,698
T60,PROC,414,421,ización,698
T61,PROC,181,184,FiO,698
T62,PROC,62,63,2,698
T63,PROC,249,253,SatO,698
T64,PROC,64,65,2,698
T65,PROC,2753,2796,inducción de anestésica de secuencia rápida,698
T66,CHEM,586,595,fentanilo,698
T67,CHEM,529,537,propofol,698
T68,CHEM,135,137,ro,698
T69,CHEM,205,208,cur,698
T70,CHEM,277,281,onio,698
T71,PROC,561,569,laringos,698
T72,PROC,356,361,copia,698
T73,ANAT,649,658,vía aérea,698
T1,DISO,1,24,atentado con explos ivo,699
T2,PROC,6,11,evacu,699
T3,PROC,7,10,ado,699
T4,PROC,40,53,diagnosticado,699
T5,DISO,161,201,fractura dia fis aria de fémur izquierdo,699
T6,DISO,41,49,fractura,699
T7,PROC,49,57,reducida,699
T8,PROC,50,57,inmovil,699
T9,PROC,185,208,iza férula suro p édica,699
T10,PROC,19,21,ac,699
T11,PROC,21,23,ua,699
T12,PROC,243,265,tratamiento definitivo,699
T13,PROC,265,287,reducción frac tu aria,699
T14,PROC,768,827,procedimiento quiráºrgico de Ortopedia de Control del Daá±o,699
T15,PROC,127,136,reducción,699
T16,PROC,601,641,inmovilización mediante fijación externa,699
T17,PROC,257,273,fijación externa,699
T18,ANAT,120,127,muá±eca,699
T19,ANAT,55,58,diá,699
T20,ANAT,438,461,fisis femoral izquierda,699
T21,PROC,461,484,optimización anestésica,699
T22,PROC,610,639,desbridamiento partes blandas,699
T23,PROC,441,461,lavado pulsátil prof,699
T24,PROC,47,49,es,699
T25,PROC,121,126,copia,699
T26,DISO,726,755,fractura de diá fisis femoral,699
T27,PROC,443,460,reducción cerrada,699
T28,PROC,514,533,control de es copia,699
T29,DISO,225,233,fractura,699
T30,PROC,465,481,fijación externa,699
T31,PROC,631,652,implantación fij ador,699
T32,ANAT,218,225,muá±eca,699
T33,ANAT,97,100,pin,699
T34,ANAT,67,69,es,699
T35,ANAT,103,106,pin,699
T36,PROC,71,73,es,699
T37,PROC,181,186,copia,699
T1,PROC,1,8,disparo,700
T2,ANAT,6,11,muslo,700
T3,PROC,39,58,valoración primaria,700
T4,PROC,25,33,atención,700
T5,PROC,21,26,evacu,700
T6,PROC,16,19,ado,700
T7,PROC,67,78,diagnostica,700
T8,DISO,295,337,fractura de tercio distal de fémur derecho,700
T9,PROC,89,100,exploración,700
T10,DISO,73,81,lesiones,700
T11,PROC,191,210,limpieza exhaustiva,700
T12,PROC,155,169,desbridamiento,700
T13,DISO,85,92,heridas,700
T14,ANAT,66,71,muslo,700
T15,PROC,743,796,inmovilización miembro inferior férula cru ro p édica,700
T16,PROC,331,353,profilaxis antibiótica,700
T17,PROC,401,426,profilaxis anti te tánica,700
T18,PROC,443,469,profilaxis antitromb ótica,700
T19,PROC,361,381,valoración terciaria,700
T20,PROC,153,161,TC axial,700
T21,ANAT,101,106,fémur,700
T22,DISO,1177,1233,fractura con min uta del tercio distal del fémur derecho,700
T23,ANAT,287,300,compartimento,700
T24,PROC,714,745,tratamiento quiráºrgico externo,700
T25,PROC,841,876,interviene quiráºrgicamente externo,700
T26,ANAT,226,235,femorales,700
T27,PROC,781,811,anestesia regional intrad ural,700
T28,PROC,217,225,sedación,700
T29,DISO,1093,1132,incidencias quiráºrgicas o anestés icas,700
T30,PROC,349,361,intervención,700
T31,DISO,181,187,herido,700
T32,PROC,373,385,intervención,700
T33,PROC,641,661,ingreso hospitalario,700
T34,PROC,397,409,dado de alta,700
T35,PROC,1157,1191,seguimiento clínico - radi ológico,700
T36,PROC,421,433,intervención,700
T37,ANAT,253,260,rodilla,700
T38,DISO,297,305,fractura,700
T39,PROC,305,313,revisión,700
T40,PROC,547,561,estudio por TC,700
T41,DISO,321,329,fractura,700
T42,DISO,698,715,rigidez articular,700
T43,ANAT,295,302,rodilla,700
T44,PROC,302,309,reinter,700
T45,PROC,265,271,venido,700
T46,PROC,1351,1381,anestesia regional intrad ural,700
T47,PROC,369,377,sedación,700
T48,PROC,283,289,refres,700
T49,PROC,193,197,cado,700
T50,DISO,393,401,fractura,700
T51,PROC,801,817,fijación interna,700
T52,PROC,256,261,encla,700
T53,PROC,1977,2015,vado endom ed ular femoral retróg rado,700
T54,PROC,584,595,tratamiento,700
T55,DISO,2053,2091,contractura en extensión de la rodilla,700
T56,PROC,276,281,cuadr,700
T57,PROC,169,172,ice,700
T58,PROC,400,407,plastia,700
T59,PROC,581,591,técnica de,700
T60,ANAT,414,421,rodilla,700
T1,PROC,1,14,examen médico,701
T2,PROC,10,19,anamnesis,701
T3,DISO,27,40,palpitaciones,701
T4,PROC,10,13,ECG,701
T5,DISO,21,26,preex,701
T6,DISO,11,13,ci,701
T7,DISO,37,43,tación,701
T8,PROC,162,185,valoración cardiológica,701
T9,PROC,81,91,evaluación,701
T10,DISO,109,121,asintomático,701
T11,PROC,31,34,ECG,701
T12,DISO,89,97,arritmia,701
T13,PROC,37,40,abl,701
T14,PROC,66,71,acion,701
T15,PROC,43,46,ado,701
T16,PROC,196,209,ECG de reposo,701
T17,DISO,369,392,cardiopatía estructural,701
T18,PROC,256,271,ecocardiografía,701
T19,PROC,55,58,hol,701
T20,PROC,229,241,ter de ritmo,701
T21,DISO,101,106,preex,701
T22,DISO,43,45,ci,701
T23,DISO,133,139,tación,701
T24,DISO,208,217,arritmias,701
T25,PROC,649,676,prueba de esfuerzo en cinta,701
T26,PROC,451,469,protocolo de Bruce,701
T27,DISO,235,244,arritmias,701
T28,ANAT,244,253,cardíacas,701
T29,PROC,757,784,estudio electrofisi ológico,701
T30,PROC,30,31,E,701
T31,PROC,61,63,EF,701
T32,PROC,714,737,ablación de vía anómala,701
T33,PROC,417,430,procedimiento,701
T34,PROC,364,375,diagnóstico,701
T35,PROC,545,561,registro del His,701
T36,PROC,176,181,mapeo,701
T37,PROC,289,297,ablación,701
T38,ANAT,852,875,región septal peri iana,701
T39,PROC,229,235,indujo,701
T40,DISO,976,1001,taquicardia orto dr ómica,701
T41,PROC,601,616,radiofrecuencia,701
T42,PROC,83,85,RF,701
T43,ANAT,127,130,vía,701
T44,DISO,474,485,taquicardia,701
T45,DISO,221,226,preex,701
T46,DISO,91,93,ci,701
T47,DISO,277,283,tación,701
T48,PROC,612,625,procedimiento,701
T49,DISO,1105,1128,bloqueo de rama derecha,701
T50,DISO,99,101,BR,701
T51,DISO,51,52,D,701
T52,DISO,358,365,clínica,701
T53,PROC,417,425,ablación,701
T54,DISO,637,649,taquicardias,701
T55,PROC,163,166,ECG,701
T56,DISO,661,673,taquicardias,701
T57,PROC,449,457,consulta,701
T58,PROC,628,639,tratamiento,701
T1,PROC,1,9,consultó,702
T2,DISO,6,11,dolor,702
T3,DISO,23,34,parestesias,702
T4,ANAT,40,53,borde cubital,702
T5,ANAT,17,21,mano,702
T6,ANAT,151,181,dedos cuarto y quinto derechos,702
T7,DISO,73,85,edema difuso,702
T8,ANAT,71,81,cara volar,702
T9,ANAT,97,109,zona cubital,702
T10,ANAT,64,71,muá±eca,702
T11,ANAT,41,45,mano,702
T12,PROC,34,37,Tin,702
T13,PROC,37,40,nel,702
T14,PROC,131,141,radiología,702
T15,PROC,127,136,ecografía,702
T16,PROC,76,81,infil,702
T17,PROC,65,69,trar,702
T18,CHEM,171,181,corticoide,702
T19,CHEM,289,305,anestésico local,702
T20,PROC,134,141,inmovil,702
T21,PROC,681,715,izado con muá± e quera en posición,702
T22,PROC,526,551,estudio neurofisi ológico,702
T23,DISO,903,944,neuropatía compres iva del nervio cubital,702
T24,ANAT,346,361,canal de Guy on,702
T25,PROC,553,576,tratamiento sintomático,702
T26,PROC,276,287,crioterapia,702
T27,PROC,183,190,ortesis,702
T28,CHEM,298,309,analgésicos,702
T29,CHEM,617,639,complejo vita mínico B,702
T30,PROC,349,361,fisioterapia,702
T31,PROC,991,1024,Tomografía A xial Compu ter izada,702
T32,PROC,497,513,TAC ) de muá±eca,702
T33,DISO,161,166,dolor,702
T34,DISO,199,205,pseudo,702
T35,DISO,273,281,artrosis,702
T36,ANAT,1226,1261,apófisis un ci forme del gan ch oso,702
T37,PROC,973,1000,intervenido abordaje palmar,702
T38,PROC,445,457,disección de,702
T39,ANAT,1103,1132,paquete neurovascular cubital,702
T40,ANAT,196,201,lecho,702
T41,DISO,241,247,pseudo,702
T42,DISO,329,337,artrosis,702
T43,PROC,967,990,osteosíntesis tornillos,702
T44,ANAT,216,221,dedos,702
T45,PROC,529,541,fisioterapia,702
T46,PROC,316,323,cirugía,702
T47,DISO,369,377,síntomas,702
T48,DISO,518,529,hipoestesia,702
T49,ANAT,529,540,cuarto dedo,702
T50,PROC,148,151,TAC,702
T51,PROC,551,562,radiografía,702
T52,PROC,154,157,TAC,702
T1,PROC,1,14,diagnosticado,703
T2,DISO,25,49,enfermedad ósea de Paget,703
T3,ANAT,31,46,radio izquierdo,703
T4,PROC,22,29,biopsia,703
T5,PROC,45,56,gammagrafía,703
T6,PROC,36,43,tratado,703
T7,CHEM,19,22,ris,703
T8,CHEM,8,9,e,703
T9,CHEM,57,64,dronato,703
T10,DISO,109,121,osteoporosis,703
T11,PROC,181,199,niveles del P 1 NP,703
T12,PROC,45,49,prop,703
T13,PROC,589,638,éptido amino - terminal del pro col á geno tipo 1,703
T14,CHEM,40,43,ris,703
T15,CHEM,15,16,e,703
T16,CHEM,106,113,dronato,703
T17,PROC,161,171,controlado,703
T18,PROC,256,271,niveles séricos,703
T19,PROC,523,552,marcadores de remodelado óseo,703
T20,CHEM,58,61,ris,703
T21,CHEM,21,22,e,703
T22,CHEM,148,155,dronato,703
T23,PROC,243,254,gammagrafía,703
T24,PROC,254,265,tratamiento,703
T25,DISO,265,276,dolor local,703
T26,PROC,201,209,consulta,703
T27,ANAT,131,136,brazo,703
T28,DISO,136,141,caída,703
T29,DISO,365,378,dolor intenso,703
T30,ANAT,117,121,zona,703
T31,ANAT,151,156,carpo,703
T32,PROC,559,577,exploración física,703
T33,DISO,257,265,hematoma,703
T34,ANAT,529,545,dorso de la mano,703
T35,ANAT,579,596,tercio distal del,703
T36,ANAT,316,325,antebrazo,703
T37,DISO,181,186,edema,703
T38,ANAT,223,229,surcos,703
T39,ANAT,419,430,tendin osos,703
T40,ANAT,196,201,dorso,703
T41,ANAT,161,165,mano,703
T42,DISO,821,841,impotencia funcional,703
T43,ANAT,295,302,muá±eca,703
T44,DISO,345,353,fractura,703
T45,PROC,529,541,radiografías,703
T46,PROC,181,185,dado,703
T47,DISO,415,424,contusión,703
T48,DISO,377,385,fractura,703
T49,DISO,1105,1128,lesión hiper os tó tica,703
T50,PROC,981,1001,radiografías simples,703
T51,DISO,101,103,MO,703
T52,PROC,613,625,radiografías,703
T53,DISO,417,425,fractura,703
T54,PROC,1591,1621,tomografía axial computarizada,703
T55,PROC,163,166,TAC,703
T56,PROC,1541,1569,resonancia magnética nuclear,703
T57,PROC,169,172,RMN,703
T58,PROC,400,407,estudio,703
T59,DISO,1335,1358,lesión hiper os tó tica,703
T60,PROC,178,181,TAC,703
T61,DISO,481,489,fractura,703
T62,ANAT,977,993,hueso gan ch oso,703
T63,ANAT,497,505,trapecio,703
T64,PROC,442,449,inmovil,703
T65,PROC,257,261,izar,703
T66,ANAT,456,463,miembro,703
T67,PROC,397,403,férula,703
T68,DISO,1207,1225,lesión radiológica,703
T69,ANAT,341,346,radio,703
T70,DISO,346,351,signo,703
T71,ANAT,281,285,cera,703
T72,DISO,143,145,me,703
T73,DISO,217,220,lor,703
T74,DISO,293,297,reos,703
T75,DISO,371,376,tosis,703
T76,PROC,826,837,diagnóstico,703
T77,DISO,1825,1849,enfermedad ósea de Paget,703
T78,PROC,386,391,gamma,703
T79,PROC,937,949,gráficamente,703
T80,PROC,870,881,diagnóstico,703
T81,DISO,161,163,me,703
T82,DISO,244,247,lor,703
T83,DISO,329,333,reos,703
T84,DISO,416,421,tosis,703
T1,PROC,1,12,seguimiento,704
T2,DISO,29,57,espondiloartritis psoriásica,704
T3,DISO,25,37,fibromialgia,704
T4,PROC,34,45,tratamiento,704
T5,CHEM,9,11,le,704
T6,CHEM,11,13,fl,704
T7,CHEM,43,50,unomida,704
T8,CHEM,22,25,cel,704
T9,CHEM,49,55,ecoxib,704
T10,CHEM,100,111,gabapentina,704
T11,DISO,151,166,hábitos tóxicos,704
T12,PROC,254,277,índice de masa corporal,704
T13,PROC,37,40,IMC,704
T14,PROC,105,113,revision,704
T15,DISO,71,76,dolor,704
T16,ANAT,61,65,pies,704
T17,ANAT,129,137,tobillos,704
T18,DISO,188,199,traumatismo,704
T19,DISO,433,457,claudicación a la marcha,704
T20,ANAT,77,81,pies,704
T21,DISO,101,106,dolor,704
T22,PROC,232,243,exploración,704
T23,DISO,243,254,inflamación,704
T24,ANAT,185,193,tobillos,704
T25,ANAT,97,101,pies,704
T26,DISO,451,469,dolor a la presión,704
T27,DISO,131,136,fóvea,704
T28,PROC,244,253,ecografía,704
T29,DISO,309,320,inflamación,704
T30,ANAT,726,751,tejido celular subcutáneo,704
T31,ANAT,61,63,TC,704
T32,ANAT,32,33,S,704
T33,DISO,129,133,sino,704
T34,DISO,166,171,vitis,704
T35,PROC,171,176,Rx de,704
T36,ANAT,141,145,pies,704
T37,DISO,181,186,edema,704
T38,ANAT,75,77,TC,704
T39,ANAT,39,40,S,704
T40,PROC,391,401,valoración,704
T41,PROC,161,165,linf,704
T42,PROC,288,295,ografía,704
T43,DISO,1387,1420,insuficiencia linfática bilateral,704
T44,DISO,560,573,dolor intenso,704
T45,DISO,529,541,claudicación,704
T46,PROC,136,139,RMN,704
T47,ANAT,185,189,pies,704
T48,ANAT,142,145,pie,704
T49,DISO,145,148,cal,704
T50,DISO,687,701,lo de fractura,704
T51,ANAT,51,52,3,704
T52,ANAT,103,105,er,704
T53,ANAT,53,54,4,704
T54,ANAT,54,55,o,704
T55,ANAT,109,111,MT,704
T56,ANAT,56,57,T,704
T57,DISO,281,286,edema,704
T58,ANAT,58,59,2,704
T59,ANAT,59,60,o,704
T60,ANAT,119,121,MT,704
T61,ANAT,61,62,T,704
T62,ANAT,184,187,pie,704
T63,DISO,869,883,línea fractura,704
T64,ANAT,64,65,1,704
T65,ANAT,129,131,er,704
T66,ANAT,131,133,MT,704
T67,ANAT,67,68,T,704
T68,DISO,336,341,edema,704
T69,ANAT,69,70,3,704
T70,ANAT,277,281,er y,704
T71,ANAT,71,72,4,704
T72,ANAT,72,73,o,704
T73,ANAT,145,147,MT,704
T74,ANAT,74,75,T,704
T75,ANAT,1333,1351,tejido circundante,704
T76,PROC,226,229,RMN,704
T77,PROC,609,617,valorada,704
T78,PROC,2773,2809,tratamiento conservador con descarga,704
T79,PROC,1093,1107,rehabilitación,704
T80,PROC,317,321,magn,704
T81,PROC,241,244,eto,704
T82,PROC,568,575,terapia,704
T83,DISO,1641,1661,fracturas por estrés,704
T84,PROC,582,589,estudio,704
T85,PROC,673,681,análisis,704
T86,PROC,1106,1119,función renal,704
T87,PROC,2065,2089,calcio sérico y urinario,704
T88,PROC,1132,1145,calcio iónico,704
T89,PROC,705,713,magnesio,704
T90,PROC,268,271,PTH,704
T91,PROC,901,911,vitamina D,704
T92,PROC,2458,2485,tratamiento con suplementos,704
T93,DISO,1749,1768,fracturas de estrés,704
T94,ANAT,373,377,pies,704
T95,DISO,471,476,dolor,704
T96,DISO,2186,2209,insuficiencia linfática,704
T1,PROC,1,14,diagnosticado,705
T2,DISO,3,5,OI,705
T3,DISO,21,31,enfermedad,705
T4,DISO,28,37,fracturas,705
T5,DISO,49,61,traumatismos,705
T6,ANAT,36,43,háºmero,705
T7,DISO,55,64,fracturas,705
T8,ANAT,29,33,codo,705
T9,ANAT,49,55,hombro,705
T10,PROC,271,301,tratadas de forma conservadora,705
T11,PROC,111,122,tratamiento,705
T12,CHEM,67,73,calcio,705
T13,DISO,109,118,esguinces,705
T14,DISO,235,253,roturas musculares,705
T15,PROC,141,151,Diagnostic,705
T16,PROC,46,49,ado,705
T17,DISO,49,52,oto,705
T18,DISO,171,181,esclerosis,705
T19,PROC,505,533,intervenido quiráºrgicamente,705
T20,PROC,77,81,esta,705
T21,PROC,41,43,pe,705
T22,PROC,43,45,de,705
T23,PROC,463,484,ctomía de ambos oídos,705
T24,DISO,277,289,osteoporosis,705
T25,PROC,433,451,densitometría ósea,705
T26,PROC,26,27,D,705
T27,PROC,53,55,XA,705
T28,ANAT,379,393,columna lumbar,705
T29,ANAT,393,407,cuello femoral,705
T30,ANAT,320,331,fémur total,705
T31,DISO,361,373,asintomático,705
T32,PROC,559,577,exploración física,705
T33,ANAT,129,133,escl,705
T34,ANAT,133,137,eras,705
T35,DISO,103,106,den,705
T36,DISO,106,109,tin,705
T37,DISO,685,704,ogénesis imperfecta,705
T38,DISO,815,837,deformidades torácicas,705
T39,ANAT,761,781,columna dorsol umbar,705
T40,ANAT,313,321,miembros,705
T41,ANAT,481,493,codo derecho,705
T42,DISO,165,169,frac,705
T43,DISO,169,173,tura,705
T44,DISO,216,221,hiper,705
T45,DISO,89,91,la,705
T46,DISO,226,231,xitud,705
T47,PROC,1887,1928,estudio del metabolismo calcio - f ósforo,705
T48,PROC,283,289,calcio,705
T49,PROC,337,344,fósforo,705
T50,PROC,246,251,calci,705
T51,PROC,201,205,uria,705
T52,PROC,205,209,para,705
T53,PROC,105,107,th,705
T54,PROC,160,163,orm,705
T55,PROC,163,166,ona,705
T56,PROC,111,113,PT,705
T57,PROC,113,115,Hi,705
T58,PROC,1939,1973,niveles de 25 hidro x iv itamina D,705
T59,PROC,117,119,25,705
T60,PROC,60,61,O,705
T61,PROC,121,123,HC,705
T62,PROC,62,63,C,705
T63,PROC,1799,1828,marcadores de remodelado óseo,705
T64,DISO,757,769,osteoporosis,705
T65,PROC,577,586,protocolo,705
T66,DISO,131,133,OI,705
T67,PROC,2047,2078,radiografía de columna cervical,705
T68,DISO,604,613,impresión,705
T69,PROC,1361,1381,radiografía de tórax,705
T70,DISO,1657,1681,cambios degenerativos en,705
T71,ANAT,491,498,columna,705
T72,PROC,995,1009,ecocardiograma,705
T73,DISO,2377,2410,dilatación de la aorta ascendente,705
T74,PROC,2264,2295,pruebas de función respiratoria,705
T75,PROC,1481,1501,ecografía de abdomen,705
T76,DISO,1051,1065,litiasis renal,705
T77,PROC,4181,4236,estudio genético mediante secuenciación masiva por N GS,705
T78,DISO,617,625,deleción,705
T79,CHEM,1639,1660,proteína del colágeno,705
T1,PROC,1,3,HD,706
T2,DISO,20,39,insuficiencia renal,706
T3,PROC,43,64,nefrectomía bilateral,706
T4,DISO,46,61,neoplasia renal,706
T5,DISO,85,106,hipertensión arterial,706
T6,PROC,71,85,apendicectomía,706
T7,PROC,91,106,colecistectomía,706
T8,PROC,22,25,her,706
T9,PROC,9,10,n,706
T10,PROC,28,31,ior,706
T11,PROC,221,243,rafia inguinal derecha,706
T12,PROC,23,25,Es,706
T13,PROC,49,53,plen,706
T14,PROC,92,99,ectomía,706
T15,DISO,211,226,lesión del bazo,706
T16,PROC,286,305,nefrectomía derecha,706
T17,DISO,257,273,Trombosis venosa,706
T18,ANAT,273,289,miembro inferior,706
T19,PROC,55,58,can,706
T20,PROC,343,361,ulación la femoral,706
T21,PROC,161,169,diálisis,706
T22,DISO,358,375,Colitis isquémica,706
T23,DISO,397,415,poliposis de colon,706
T24,DISO,576,601,hemorragia digestiva baja,706
T25,DISO,601,626,hemorragia digestiva baja,706
T26,DISO,126,131,angio,706
T27,DISO,79,82,dis,706
T28,DISO,163,169,plasia,706
T29,PROC,281,291,Diagnostic,706
T30,PROC,88,91,ado,706
T31,DISO,781,807,estenosis valvular aórtica,706
T32,ANAT,249,257,vascular,706
T33,PROC,353,364,tratamiento,706
T34,ANAT,232,239,femoral,706
T35,DISO,171,176,tromb,706
T36,DISO,386,397,osis venosa,706
T37,PROC,73,75,FA,706
T38,PROC,1185,1217,VI háºmero - ce fálica izquierda,706
T39,DISO,951,976,dilatación aneuris mática,706
T40,DISO,352,361,trombosis,706
T41,PROC,81,83,un,706
T42,PROC,83,85,ip,706
T43,PROC,253,259,unción,706
T44,PROC,87,89,FA,706
T45,PROC,1321,1351,VI háºmero - bas ílica derecha,706
T46,PROC,2071,2117,implantó un injerto de PT FE háºmero - ax ilar,706
T47,DISO,415,424,trombosis,706
T48,PROC,377,385,extirpar,706
T49,DISO,433,442,infección,706
T50,DISO,491,501,disfunción,706
T51,ANAT,351,358,fístula,706
T52,PROC,1582,1613,implantó un catéter tunel izado,706
T53,ANAT,781,796,yugular interna,706
T54,DISO,478,487,infección,706
T55,CHEM,757,771,antibioterapia,706
T56,PROC,661,673,canalizar la,706
T57,ANAT,393,400,yugular,706
T58,PROC,286,291,coloc,706
T59,ANAT,697,709,vena femoral,706
T60,PROC,119,121,FA,706
T61,ANAT,121,123,VI,706
T62,PROC,550,559,canalizar,706
T63,ANAT,931,946,yugular interna,706
T64,PROC,1891,1921,implantó una prótesis de PT FE,706
T65,ANAT,449,456,arteria,706
T66,ANAT,781,793,vena femoral,706
T67,DISO,331,336,tromb,706
T68,DISO,269,273,osis,706
T69,PROC,2109,2140,implantó un catéter tunel izado,706
T70,ANAT,1036,1051,yugular interna,706
T71,DISO,1681,1705,bacteriemia por E . Coli,706
T72,CHEM,995,1009,antibioterapia,706
T73,PROC,1801,1826,tratamiento fibrinolítico,706
T74,PROC,1096,1111,anticoagulación,706
T75,CHEM,889,901,acenocumarol,706
T76,CHEM,226,229,Sin,706
T77,CHEM,305,309,trom,706
T1,DISO,1,25,cardiopatía hipertensiva,707
T2,DISO,20,39,hipercolesterolemia,707
T3,DISO,33,49,diabetes tipo II,707
T4,PROC,40,53,histerectomía,707
T5,DISO,65,81,prolapso uterino,707
T6,PROC,51,61,corrección,707
T7,DISO,31,36,cisto,707
T8,DISO,29,33,cele,707
T9,DISO,185,208,hipotiroidismo primario,707
T10,DISO,208,231,neuralgia del trigémino,707
T11,DISO,141,155,asma bronquial,707
T12,DISO,100,109,depresión,707
T13,DISO,85,92,arterio,707
T14,DISO,131,141,esclerosis,707
T15,PROC,211,226,colecistectomía,707
T16,DISO,61,65,aden,707
T17,DISO,49,52,omi,707
T18,DISO,256,271,oma de vesícula,707
T19,DISO,451,476,insuficiencia suprarrenal,707
T20,PROC,400,421,nefrectomía bilateral,707
T21,DISO,121,127,pseudo,707
T22,DISO,64,67,tum,707
T23,DISO,155,162,oración,707
T24,DISO,530,553,hematoma ab ces ificado,707
T25,PROC,793,826,tratamiento renal sustitutivo con,707
T26,PROC,1201,1249,diálisis peritoneal continua ambulatoria ( DP CA,707
T27,PROC,339,352,entrenamiento,707
T28,PROC,244,253,consultas,707
T29,DISO,225,233,síntomas,707
T30,DISO,407,421,neumoperitoneo,707
T31,DISO,451,466,dolor abdominal,707
T32,DISO,218,225,diarrea,707
T33,DISO,609,628,nauseas sin vómitos,707
T34,DISO,364,375,escalofríos,707
T35,DISO,205,211,fiebre,707
T36,PROC,631,649,exploración física,707
T37,DISO,1045,1074,dolor a la palpación profunda,707
T38,ANAT,149,153,fosa,707
T39,DISO,571,586,palidez cutánea,707
T40,ANAT,469,481,extremidades,707
T41,DISO,241,247,edemas,707
T42,PROC,124,127,Sat,707
T43,PROC,379,388,analítica,707
T44,PROC,173,177,Hemo,707
T45,PROC,221,226,grama,707
T46,PROC,451,461,bioquímica,707
T47,PROC,783,800,gasometría venosa,707
T48,PROC,941,961,radiografía de tórax,707
T49,PROC,1297,1324,abdomen diálisis peritoneal,707
T50,DISO,687,701,neumoperitoneo,707
T51,PROC,651,664,TAC contraste,707
T52,DISO,1429,1457,neumoperitoneo del contraste,707
